OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-043A,UT to Lower Beaverdam Creek,River/Stream,,02070010,,,,,39.0263330000,-76.8311660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-043C,UT to Upper Beaverdam,River/Stream,,02070010,,,,,39.0410280000,-76.8268050000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-043D,Upper Beaver Dam Creek,River/Stream,,02070010,,,,,39.0267780000,-76.8304160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-044,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0255200000,-76.8505550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-045,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0276830000,-76.8519430000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-046A,UT to Beaverdam Creek,River/Stream,,02070010,,,,,39.0293060000,-76.8505000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-054,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0453890000,-76.8677770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-054A,UT to Beaverdam Creek,River/Stream,,02070010,,,,,39.0446670000,-76.8674160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-059,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0371970000,-76.8463890000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-065A,Beck Branch,River/Stream,,02070010,,,,,39.0186390000,-76.8587770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-09-002,UT to Northwest Branch,River/Stream,,02070010,,,,,38.9473900000,-76.9655700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-09-005,Northwest Branch,River/Stream,,02070010,,,,,38.9575000000,-76.9751940000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-09-008,Northwest Branch,River/Stream,,02070010,,,,,38.9992200000,-76.9686200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-09-009,Northwest Branch,River/Stream,,02070010,,,,,39.0002800000,-76.9815500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-09-013A,UT to Northeast Branch,River/Stream,,02070010,,,,,39.0005280000,-76.9786110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-001,Horsepen Branch,River/Stream,,02060006,,,,,39.0088330000,-76.7466660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-002,Horsepen Branch,River/Stream,,02060006,,,,,39.0037500000,-76.7668610000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-008,Horsepen Branch,River/Stream,,02060006,,,,,38.9868330000,-76.7718880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-009,Horsepen Branch,River/Stream,,02060006,,,,,38.9913330000,-76.7791110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-011,Horsepen Branch,River/Stream,,02060006,,,,,38.9902220000,-76.7827220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-013,Horsepen Branch,River/Stream,,02060006,,,,,38.9761110000,-76.7956940000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-015A,UT to Horsepen Branch,River/Stream,,02060006,,,,,38.9907780000,-76.7989720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-017A,New Stop Branch,River/Stream,,02060006,,,,,38.9979170000,-76.7854720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-017B,New Stop Branch,River/Stream,,02060006,,,,,38.9991940000,-76.7917500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-10-017C,New Stop Branch,River/Stream,,02060006,,,,,39.0043890000,-76.8040000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-005,Folly Branch,River/Stream,,02060006,,,,,38.9488000000,-76.8191000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-005A,Folly Branch,River/Stream,,02060006,,,,,38.9449100000,-76.8192500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-005B,Folly Branch,River/Stream,,02060006,,,,,38.9533780000,-76.8208140000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-006,UT to Folly Branch,River/Stream,,02060006,,,,,38.9670830000,-76.8194720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-008,UT to Folly Branch,River/Stream,,02060006,,,,,38.9727220000,-76.8310000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-009,Folly Branch,River/Stream,,02060006,,,,,38.9755600000,-76.8250200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-012,Folly Branch,River/Stream,,02060006,,,,,38.9823060000,-76.8245270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-014,Folly Branch,River/Stream,,02060006,,,,,38.9890830000,-76.8194720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-11-018,Folly Branch,River/Stream,,02060006,,,,,38.9903600000,-76.8146500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-12-002,U. Northeast Branch Deep Creek,River/Stream,,02070010,,,,,38.9738610000,-76.9016660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-12-003,U. Northeast Branch(Still Creek),River/Stream,,02070010,,,,,38.9828890000,-76.8966110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-12-004,UT to Still Creek (Upper Northeast Branch),River/Stream,,02070010,,,,,38.9890830000,-76.8966110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-12-005,U. Northeast Branch (Still Creek),River/Stream,,02070010,,,,,38.9845830000,-76.8937220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-12-010,UT to U. Northeast Branch(Still Creek),River/Stream,,02070010,,,,,38.9856940000,-76.9095830000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-12-011,U. Northeast Branch(Still Creek),River/Stream,,02070010,,,,,38.9808610000,-76.9110550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-13-001,Baldhill Branch,River/Stream,,02060006,,,,,38.9253300000,-76.8214800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-13-004,UT to Baldhill Branch,River/Stream,,02060006,,,,,38.9343610000,-76.8382220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-13-005,Baldhill Branch,River/Stream,,02060006,,,,,38.9405560000,-76.8382220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-13-006,UT to Baldhill Branch,River/Stream,,02060006,,,,,38.9446600000,-76.8430700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-14-001,Sligo Creek,River/Stream,,02070010,,,,,38.9698890000,-76.9809440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-14-001A,Sligo Creek,River/Stream,,02070010,,,,,38.9700560000,-76.9804440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-001,L Northeast Branch,River/Stream,,02070010,,,,,38.9569170000,-76.9283330000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-001A,Northeast Branch,River/Stream,,02070010,,,,,38.9455560000,-76.9408330000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-002A,UT to Northeast Branch,River/Stream,,02070010,,,,,38.9528060000,-76.9079720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-003A,Well''s Run,River/Stream,,02070010,,,,,38.9631390000,-76.9326660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-003B,Well''s Run,River/Stream,,02070010,,,,,38.9672300000,-76.9373600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-003C,UT to Northeast Branch,River/Stream,,02070010,,,,,38.9686110000,-76.9400550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-004,UT to Well''s Run,River/Stream,,02070010,,,,,38.9726100000,-76.9524800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-005,Well''s Run,River/Stream,,02070010,,,,,38.9755560000,-76.9463610000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-15-006,L Northeast Branch,River/Stream,,02070010,,,,,38.9648330000,-76.9218330000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-16-001,Brier Ditch,River/Stream,,02070010,,,,,38.9670830000,-76.9066940000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-17-001,Lottsford Branch,River/Stream,,02060006,,,,,38.9309720000,-76.8209160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-17-001A,Lottsford Branch,River/Stream,,02060006,,,,,38.9249900000,-76.8193400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-17-002,Lottsford Branch,River/Stream,,02060006,,,,,38.9471700000,-76.8082700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-17-002A,Lottsford Branch,River/Stream,,02060006,,,,,38.9308000000,-76.8201700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-17-004,Lottsford Branch,River/Stream,,02060006,,,,,38.9659440000,-76.8093880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-001,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.8981400000,-76.7972400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-002A,UT (natural channel) to Northeast Branch (Western,River/Stream,,02060006,,,,,38.8983400000,-76.7945300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-002B,UT (concrete channel) to Northeast Branch (Western,River/Stream,,02060006,,,,,38.8983000000,-76.7932400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-003,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.8993700000,-76.7944900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-004,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9076400000,-76.7912500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-006,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9580560000,-76.7899160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-007,UT to Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9053500000,-76.7865900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-008,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9061700000,-76.7776700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-010,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9142900000,-76.7751700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-011,Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9258890000,-76.7805550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-012,UT to Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9303890000,-76.7769440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-18-013,UT to Northeast Branch (Western Branch),River/Stream,,02060006,,,,,38.9309720000,-76.7791110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-003,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9160880000,-76.9347380000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-003A,Lower Beaverdam,River/Stream,,02070010,,,,,38.9165280000,-76.9392770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-005,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9145000000,-76.9146380000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-006,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9158330000,-76.9121660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-008,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9083890000,-76.8944440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-008A,UT to Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9088330000,-76.8948610000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-008C,UT to Cabin Branch,River/Stream,,02060006,,,,,38.9035280000,-76.8666660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-008D,UT to Cabin Branch,River/Stream,,02070010,,,,,38.9042220000,-76.8840830000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-009,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9140280000,-76.8872500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-010A,Cabin Branch,River/Stream,,02070010,,,,,38.9115560000,-76.9058880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-010B,Cabin Branch,River/Stream,,02070010,,,,,38.9071390000,-76.9020000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-013,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.8965280000,-76.8901380000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-016,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.8869440000,-76.8930000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-016A,Cabin Branch,River/Stream,,02070010,,,,,38.8893330000,-76.8940000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-017,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.8858060000,-76.8872500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-020A,Cabin Branch,River/Stream,,02070010,,,,,38.8808610000,-76.8939720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-020B,Cabin Branch,River/Stream,,02070010,,,,,38.8748060000,-76.8975550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-021,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9179720000,-76.9124720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-023A,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9189000000,-76.9059750000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-023B,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9225770000,-76.9007180000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-024,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9275830000,-76.9016660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-025,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9282220000,-76.8954440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-025A,Lower Beaver Dam Creek,River/Stream,,02070010,,,,,38.9193890000,-76.9051940000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-026,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9219440000,-76.8872500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-026A,Cattail Branch,River/Stream,,02070010,,,,,38.9211670000,-76.8814160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-027,Lower Beaverdam Creek,River/Stream,,02070010,,,,,38.9168060000,-76.8774440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-033A,Cattail Branch,River/Stream,,02070010,,,,,38.9246390000,-76.8643050000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-033B,Cattail Branch,River/Stream,,02070010,,,,,38.9324440000,-76.8570830000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-19-033C,Cattail Branch,River/Stream,,02070010,,,,,38.9273060000,-76.8632500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
